order,vertex
0,72
1,0
2,72
3,60
4,63
5,62
6,64
7,52
8,51
9,49
10,50
11,48
12,47
13,48
14,46
15,58
16,94
17,57
18,94
19,71
20,82
21,80
22,81
23,79
24,78
25,80
26,70
27,68
28,70
29,57
30,69
31,56
32,44
33,46
34,45
35,47
36,33
37,47
38,49
39,35
40,37
41,39
42,38
43,40
44,38
45,36
46,38
47,22
48,25
49,24
50,21
51,24
52,23
53,20
54,21
55,18
56,21
57,22
58,19
59,18
60,19
61,17
62,36
63,37
64,51
65,52
66,64
67,62
68,63
69,60
70,72
