order,vertex
0,72
1,0
2,72
3,84
4,85
5,88
6,92
7,91
8,92
9,93
10,77
11,76
12,77
13,90
14,89
15,90
16,91
17,87
18,86
19,87
20,88
21,85
22,83
23,81
24,83
25,82
26,84
27,86
28,73
29,86
30,89
31,74
32,73
33,74
34,75
35,76
36,65
37,66
38,67
39,66
40,55
41,53
42,54
43,65
44,64
45,75
46,63
47,73
48,72
49,60
50,94
51,58
52,59
53,48
54,59
55,61
56,62
57,64
58,52
59,54
60,53
61,55
62,41
63,40
64,25
65,40
66,41
67,39
68,53
69,51
70,52
71,50
72,61
73,62
74,63
75,60
76,72
