order,u,v,weight,cumulative_cost
148,14,34,245.3271428571429,35986.32071428571
149,17,14,401.75428571428574,36388.075
150,16,17,338.355,36726.43
151,13,16,322.13428571428574,37048.56428571429
152,16,13,322.13428571428574,37370.69857142858
153,15,16,221.0157142857143,37591.71428571429
154,12,15,339.765,37931.47928571429
155,13,12,213.29,38144.76928571429
156,14,13,226.03357142857143,38370.80285714286
157,11,14,179.41571428571427,38550.21857142857
158,10,11,421.42357142857145,38971.64214285715
159,12,10,220.16357142857143,39191.80571428572
160,95,12,403.8085714285714,39595.61428571429
161,1,95,239.79642857142855,39835.41071428572
162,15,1,185.80285714285716,40021.213571428576
163,18,15,127.59357142857144,40148.80714285715
164,2,18,247.1071428571429,40395.914285714294
165,1,2,32.56,40428.47428571429
166,95,1,239.79642857142855,40668.27071428572
167,9,95,217.26428571428573,40885.535
168,6,9,248.02214285714285,41133.55714285715
169,9,6,248.02214285714285,41381.579285714295
170,10,9,320.21500000000003,41701.79428571429
171,7,10,205.38,41907.17428571429
172,8,7,249.41000000000005,42156.58428571429
173,29,8,174.56642857142856,42331.15071428572
174,26,29,245.43,42576.58071428572
175,5,26,176.61214285714286,42753.192857142865
176,8,5,205.7178571428572,42958.910714285725
177,7,8,249.41000000000005,43208.32071428573
178,4,7,203.57857142857145,43411.8992857143
179,7,4,203.57857142857145,43615.477857142876
180,6,7,317.1907142857143,43932.66857142859
181,3,6,284.33500000000004,44217.00357142859
182,4,3,212.45142857142855,44429.455000000016
183,5,4,249.3164285714286,44678.77142857145
184,26,5,176.61214285714286,44855.38357142859
185,27,26,325.12071428571426,45180.504285714305
186,28,27,41.86,45222.364285714306
187,43,28,82.87357142857144,45305.23785714288
188,44,43,196.29142857142855,45501.52928571431
189,57,44,589.1464285714286,46090.67571428574
190,70,57,211.24357142857144,46301.91928571431
191,71,70,179.07642857142858,46480.995714285746
192,0,71,108.57785714285714,46589.573571428606
