order,vertex
0,72
1,0
2,72
3,60
4,63
5,62
6,64
7,52
8,51
9,37
10,36
11,17
12,36
13,34
14,35
15,33
16,32
17,30
18,32
19,33
20,31
21,45
22,43
23,42
24,27
25,28
26,31
27,30
28,29
29,11
30,32
31,34
32,14
33,17
34,16
35,13
36,16
37,15
38,12
39,13
40,14
41,11
42,10
43,12
44,95
45,1
46,15
47,18
48,2
49,1
50,95
51,9
52,6
53,9
54,10
55,7
56,8
57,29
58,26
59,5
60,8
61,7
62,4
63,7
64,6
65,3
66,4
67,5
68,26
69,27
70,28
71,43
72,44
73,57
74,70
75,71
